,bsl,bsl_FR,layer,maxamplif,maxamplif_diam,maxamplif_perc,maxquench,maxquench_diam,maxquench_perc,qtype,qtype_signi
1,1.8018727665493603,3.7853801169590646,IG,0.44876124558036623,0.4000000000000001,0.23023049153330868,-0.6107461830423486,0.10000000000000002,-0.27719279406566344,mixer,mixer
1,1.7858797177420824,1.1395572263993314,IG,1.0070278832426898,0.8000000000000002,0.5926583410723928,-0.6464985405396684,1.0,-0.36983227886126213,mixer,mixer
1,4.425687989474438,2.897368421052632,IG,2.4805791502267,0.10000000000000002,0.5871543398579437,-5.790625257985136,3.5000000000000004,-0.8310486685265971,mixer,mixer
1,2.5982949442903998,2.742464494569758,IG,1.3265074904345822,5.000000000000001,0.5136833353589159,-2.464082953516992,0.4000000000000001,-0.6843680708416167,mixer,mixer
1,5.267966268849915,6.90998329156224,IG,,,,-4.1875117301834575,0.5,-0.6613636166538588,quencher,quencher
1,4.118609932430466,4.091796157059315,IG,,,,-3.968664921733194,2.4000000000000004,-0.7823682578424688,mixer,quencher
1,1.399092785071936,2.306598754951896,IG,0.6578040834269752,0.10000000000000002,0.5368654441593499,-0.4526741752335033,1.9999999999999998,-0.30199336242581604,mixer,mixer
1,1.5633813740566214,0.46348047538200343,IG,0.40064500483735666,1.2000000000000002,0.3869949811452512,-1.457126004560128,0.10000000000000002,-0.5956071557387553,mixer,mixer
1,2.3169180097281274,2.2591511035653653,IG,1.1843940780270885,0.10000000000000002,0.8751361840173579,-3.151576970671116,0.20000000000000004,-0.8140183821967952,mixer,mixer
1,1.5921106758872332,2.0944312393887947,IG,0.4797232955611952,0.10000000000000002,0.34965774197531707,-1.7469987313030932,1.9999999999999998,-0.6693280543957615,mixer,mixer
1,1.4639672661164216,0.9376004527447652,IG,0.9545049083221835,0.4000000000000001,0.7638252593643433,-0.5341604853123474,1.9999999999999998,-0.2549759330134775,mixer,mixer
1,1.0806480486317247,1.3043803056027166,IG,0.5805837190100043,1.0,0.6970770665763876,-0.6467839193811906,0.5,-0.3819753898791674,mixer,mixer
1,1.1526099006190045,1.7135653650254667,IG,0.2365120682853814,0.6000000000000001,0.1991873974262314,-0.4563284856195622,0.5,-0.29078179735237714,mixer,mixer
1,1.12413774316196,0.8179153766769865,IG,0.32972356361108546,0.20000000000000004,0.338424695529327,-0.3686732422558098,0.8000000000000002,-0.2883408920859271,mixer,mixer
1,2.5026122605080756,0.9340866873065015,IG,0.677742691158083,0.20000000000000004,0.2941998456332065,-2.1977316160408202,0.8000000000000002,-0.6753963083814796,mixer,mixer
1,1.2651940598823308,2.7171826625386997,IG,0.3382280330531553,0.10000000000000002,0.26542884179802434,-0.5338712198762394,0.6000000000000001,-0.3803124392676417,mixer,mixer
1,1.4985169413147592,1.1924286205710353,IG,0.5846847507413715,0.10000000000000002,0.4126173762941594,-0.65824996156647,0.6000000000000001,-0.4371281828927469,mixer,mixer
1,1.5319271676048216,1.738403852769178,IG,0.9383647932340868,0.10000000000000002,0.7502394164221725,-0.28805567904730345,0.5,-0.1887366544823251,mixer,mixer
1,1.579599113371913,0.6782249742002064,IG,0.3846566294116174,0.4000000000000001,0.3079877254230165,-1.369605152715075,0.20000000000000004,-0.479625875978248,mixer,mixer
1,1.3369295460654158,1.3590299277605777,IG,1.5323724944632489,5.000000000000001,1.1460470757978662,-0.8642309777300801,1.2000000000000002,-0.47835954317902757,mixer,mixer
1,1.5655404468514484,0.3270141038871689,IG,0.8217492448002466,3.0000000000000004,0.5355557466753447,-0.7793118367910077,0.4000000000000001,-0.4121774404366972,mixer,mixer
